id1,nachname,vorname,herkunftsort,herkunftsland,titel,fach,methoden_typ,spache,untersuchungsgegenstand,stoffklasse,jahr,uni,signatur,gefunden,fundort,sonderdruck,digitalisat,bork,hoermann,ledermann,historische_einleitung_ledermann,historische_einleitung_vorhanden,fokus_historischer_teil,thema_historischer_teil,zustand,provenienz_spuren,tschirch_betreuung,andere_betreuer,sprachregister,seiten_gesamt,seiten_historisch,anteil_historisch,vorkommende_epochen,wichtige_historische_personen_im_text,zaesuren_zeitkontext,quellen_primaer,quellen_sekundaer,zitiert_tschirch,tschirch_werke,abschnitte_handbuch,quellentypen,historie_stellenwert,historie_stellenwert_skala,narrative_form,wozu_dient_geschichte,Created time,Last modified time
1927-DISS-RH,Rosenthal,Hermann,Danzig,Deutsches Reich,Beiträge zur Kenntnis des Perubalsams,Pharmakognosie,deskriptiv-analytisch,de,Perubalsam,Balsame,1927,Universität Bern,PH D 263 P,true,IMG,,,true,true,true,,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Ursprung, Beschreibung und Untersuchung des Perobalsams",gut,,true,,deskriptiv-neutral,50,7,0.14,"Mittelalter,Frühe Neuzeit,Gesamtes 19. Jahrhundert","Nicolás Monardes,Diego García de Palacios,Pius V,Pierre Pomet,Nikolaus Joseph von Jacquin,Carl von Linné,Jonathan Pereira,Daniel Hanbury,Edme-Jean Baptiste Bouillon-Lagrange,Émile Plantamour,Jean-Baptiste Dumas,Eugène-Melchior Péligot,Edmond Frémy,Jöns Jakob Berzelius",Zwischenkriegszeit,,Handbuch der Pharmakognosie (Tschirch),true,"Handbuch der Pharmakognosie I,Indische Heil- und Nutzpflanzen und deren Cultur,Publikation",,"Historische Wissensliteratur,Reiseberichte,Historische Sekundärquellen","wird innerhalb der Einleitung integriert, wird auf viele historische Personen eingegangen, teilweise genauer beschrieben, teilweise nur aufgehlistet, genaue Jahreszahlen werden genannt, Quellenangaben sind sehr intransparent",2,thematisch-systematisch,"kontextualisierend,legitimierend",2026-02-23 11:57:41+00:00,2026-04-09 14:14:31+00:00
1927-DISS-SW,Schnellbach,Wolfgang,Mannheim,Deutsches Reich,Beiträge zur Kenntnis des Copaivabalsams und seiner Verfälschungen,Pharmakognosie,,de,,,1927,Universität Bern,PH D 273 P,true,IMG,,,true,true,true,,,,,gut,Handschrfit Tschirch,true,,,96,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:41+00:00,2026-03-30 12:35:28+00:00
1927-DISS-WK,Wetzel,Kurt,Pritzwalk (Mark Brandenburg),Deutsches Reich,Ueber den Abbau einiger Harze zum Zwecke ihrer Prüfung auf Identität und Reinheit.,Pharmakognosie,,de,,,1927,Universität Bern,PH D 295 P,true,IMG,,,true,true,true,,,,,vergilbt,,true,,,104,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:41+00:00,2026-03-30 12:53:45+00:00
1929-DISS-SL,Schmitz,Leo,Bad Neuenahr (Deutschland),Deutsches Reich,Pharmakochemische Wertbestimmung der persisch-afghanischen Gummiharze,Pharmakognosie,experimentell,de,Gummiharze,Gummiharze,1929,Universität Bern,PH D 271 P,true,IMG,,,true,true,true,,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Untersuchungen der jeweiligen Harze,gut,,true,,wertend-positiv,82,6,0.07317073170731707,"Gesamtes 19. Jahrhundert,Frühe Neuzeit","Pierre-Joseph Pelletier,Caspar Neumann,Henri Braconnot",Zwischenkriegszeit,De oleis vegetabilium essentialibus (Walter),,true,"Publikation,Die Harze und die Harzbehälter,Handbuch der Pharmakognosie III",,"Fachzeitschriften,Handwörterbuch,Fachliteratur","bisherige chemische Untersuchungen werden beschrieben mit bedeutenden Chemikern, nimmt aber eine kurze einleitende Rolle ein",1,chronologisch,"kontextualisierend,legitimierend",2026-02-23 11:57:41+00:00,2026-04-09 14:36:28+00:00
1929-DISS-SO,Steenseth,Ove Andreas,Oslo,Königreich Norwegen,"Zur Kenntnis der Autoxydation bei Kolophonium, Mastix und Sandarak",Pharmakognosie,deskriptiv-analytisch,de,"Mastix,Sandarak",Harze,1929,Universität Bern,PH D 280 P,true,IMG,,,true,false,true,,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,"Erst Wortherleitung ""Harz"" dann Untersuchungen der verschiedenen Harze",gut,,true,,wertend-positiv,72,3,0.041666666666666664,"Altertum,Gesamtes 19. Jahrhundert","Pedanios Dioskurides,Henri Braconnot,Otto Unverdorben,Johann Bartholomäus Trommsdorff,Jean-Baptiste Dumas,Richard Maly,Justus von Liebig",Zwischenkriegszeit,,,true,"Die Harze und die Harzbehälter,Publikation",,"Fachzeitschriften,Jahresberichte,Fachliteratur","etymologische Herleitung, historischer Rückblick über bisherige Untersuchungen mit Fokus auf Chemie",2,thematisch-systematisch,"kontextualisierend,legitimierend",2026-02-23 11:57:41+00:00,2026-04-08 12:54:10+00:00
1929-DISS-SP,Schmitz,Paul,Köln am Rhein,Deutsches Reich,Ueber die pharmakochemische Wertbestimmung einiger Anthracendrogen.,Pharmakognosie,,de,,,1929,Universität Bern,PH D 272 P,true,IMG,,,true,true,true,,,,,gut,,true,,,52,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:41+00:00,2026-03-30 12:35:32+00:00
1930-DISS-NE,Niemann,Emil,Bad Godesberg a. Rhein (Deutschland),Deutsches Reich,Beiträge zur Kenntnis der Kunstharze (Albertole),Pharmakognosie,,de,,,1930,Universität Bern,PH D 248 P,true,IMG,,,true,true,true,,,,,gut,,true,,,50,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:41+00:00,2026-03-30 12:35:33+00:00
1930-DISS-NN,Neruda,Nándor,Budapest,Königreich Ungarn,Beiträge zur Kenntnis des Tolubalsams,Pharmakognosie,deskriptiv-analytisch,de,Tolubalsam,Balsame,1930,Universität Bern,BeM ZB Nat var 9267,true,Speichermagazin,false,false,true,false,true,false,true,Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Beschreibung und Gewinnung des Tolubalsams,gut,,true,,wertend-kritisch,50,1,0.02,"Frühe Neuzeit,Ende 19. Jahrhundert,Anfang 20.. Jahrhundert","Nicolás Monardes,Charles de l’Écluse,Caspar Bauhin,Philip Miller,Carl von Linné,Karl Sigismund Kunth,Kurt Sprengel,Henri Ernest Baillon",Zwischenkriegszeit,,Handbuch der Pharmakognosie (Tschirch),true,Handbuch der Pharmakognosie III,,"Historische Sekundärquellen,Taxen,Handbuch","nimmt eine einleitende Rolle ein, Beschreibungen zum Tolubalsam und Aufnahme in verschiedene Taxen, ebenfalls Beschreibung der Stammpflanze",1,chronologisch,kontextualisierend,2026-02-23 14:25:56+00:00,2026-04-09 14:37:00+00:00
1930-DISS-OW,Ohligschläger,Wilhelm,Köln-Mülheim,Deutsches Reich,"Beiträge zur Kenntnis einiger Resinosäureharze, insbesondere über die Autoxydation und die Veränderungen durch Schmelzen.",Pharmakognosie,,de,,,1930,Universität Bern,PH D 252 P,true,IMG,,,true,true,true,,,,,gut,,true,,,67,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:41+00:00,2026-03-30 12:35:36+00:00
1930-DISS-RW,Reich,Walter,Berlin,Deutsches Reich,Beiträge zur Kenntnis der Kunstharze (Cumaronharze),Pharmakognosie,,de,,,1930,Universität Bern,PH D 259 P,true,IMG,,,true,true,true,,,,,gut,,true,,,40,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:41+00:00,2026-03-30 12:35:40+00:00
1931-DISS-SH,Schüller,H. Josef H.,Bonn,Deutsches Reich,"Beiträge zur Kenntnis der Kunstharze (Bakelite, Cyclohexanoncondensate)",Pharmakognosie,,de,,,1931,Universität Bern,PH D 275 P,true,IMG,,,true,true,false,,,,,gut,,true,,,43,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:41+00:00,2026-03-30 12:35:40+00:00
1931-DISS-SR,Scholze,Robert,Seidenberg (Oberlausitz),Deutsches Reich,Die anatomische Analyse von Drogen mit Hilfe des Schulzeschen Mazerationsgemisches,Pharmakognosie,anatomisch-morphologisch,de,sonstiges,Sonstige,1931,Universität Bern,PH D 274 P,true,IMG,,,true,true,true,,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Pharmazeutische Chemie-/Technologiegeschichte",Entwicklung der Untersuchung (Schulzesche Mazerationsgemisch),gut,,true,,deskriptiv-neutral,87,1,0.011494252873563218,Mitte 19. Jahrhundert,,Zwischenkriegszeit,,,true,"Handbuch der Pharmakognosie I,Anatomischer Atlas der Pharmakognosie und Nahrungsmittelkunde,Publikation",,,nimmt untergeordnete Rolle ein,1,thematisch-systematisch,kontextualisierend,2026-02-23 11:57:41+00:00,2026-04-08 12:58:55+00:00
1932-DISS-KP,Kämpf,Paul,Sigriswil (Bern),Schweizerische Eidgenossenschaft,Versuche zur Normung der Drogen und zur Aufdeckung von Verfälschungen besonders mit Hilfe der Kapillaranalyse der Analysen-Quarzlampe und der Kupferazetat-Reaktion,Pharmakognosie,experimentell,de,sonstiges,Sonstige,1932,Universität Bern,PH D 221 P,true,IMG,,,true,false,true,true,true,"Pharmakognosie-/Drogen‑/Materia‑medica‑Geschichte,Allgemeine Pharmaziegeschichte",Über die Geschichte der Verfälschungen,gut,,true,,wertend-positiv,49,5,0.10204081632653061,"Altertum,Mittelalter,Frühe Neuzeit","Gaius Plinius Secundus Maior,Aulus Cornelius Celsus,Pedanios Dioskurides,Galenos von Pergamon,Gilles de Corbeil,Johann Geiler von Kaysersberg,Herophilos von Chalkedon,Mantias,Amenophis III.,Yuhanna ibn Masawaih,Nicolaus Praepositus,Valerius Cordus,Jacobus Sylvius",Zwischenkriegszeit,,"Die Kölner Apotheken von der ältesten Zeit bis zum Ende der Reichsstädtischen Verfassung (Schmidt),Handbuch der Pharmakognosie (Tschirch),Heil- und Gewürzpflanzen (De Graaff),Pharmakographia a history of drugs (Flückiger und Hanbury),Drogen und Drogenhandel im Altertum (Schmidt),Die Pharmakopöe ein Spiegel ihrer Zeit (Tschirch)",true,"Handbuch der Pharmakognosie I,Anatomischer Atlas der Pharmakognosie und Nahrungsmittelkunde,Publikation",Pharmakohistoria,"Historische Sekundärquellen,Historische Akten,Handbuch,Fachzeitschriften,Historische Wissensliteratur","sehr viel Geschichte mit vertiefterem Fokus auf Mittelalter, Geschichte der Verfälschungen, Geschichte der Arzneibücher, gut eingebettet, nimmt zentrale Rolle in der Einleitung ein",3,"thematisch-systematisch,teleologisch","kontextualisierend,legitimierend",2026-02-23 11:57:41+00:00,2026-04-08 18:15:41+00:00
1935-DISS-BI,Bossard,Irène,Zofingen,Schweizerische Eidgenossenschaft,"Über die Feststellung von Identität und Reinheit bei Blattdrogen mit Hilfe verschiedener, besonders physikalischer Methoden",Pharmakognosie,,de,,,1935,Universität Bern,PH D 173 P,true,IMG,,,true,true,true,,,,,"gut,leicht vergilbt",,true,,,95,0,0,,,,,,,,,,,0,,,2026-02-23 11:57:41+00:00,2026-03-30 12:35:44+00:00
